Date,Payee,Amount
04/30/2026,"NESPRESSO USA, INC. NESPRESSO.COMNY",-77.50
04/28/2026,UCI MARKETPLACE 9005 949-824-6916 CA,-65.00
04/27/2026,PAYMENT - THANK YOU,1129.46
04/25/2026,SHELL OIL 12597112015 IRVINE CA,-104.20
04/21/2026,AMC 0427 TUSTIN 14 TUSTIN CA,-15.71
04/21/2026,"CHUBBY CATTLE IRVINE, Irvine CA",-196.17
04/20/2026,WM SUPERCENTER #5644 IRVINE CA,-102.63
04/20/2026,ALBERTSONS #0597 IRVINE CA,-31.93
04/20/2026,TST*WILLOWS FARE INC San Diego CA,-16.48
04/20/2026,LA COUNTY PARKS AND REC IRWINDALE CA,-15.00
04/17/2026,GEICO *AUTO 800-841-3000 DC,-248.32
04/14/2026,TRADER JOE S #111 IRVINE CA,-92.01
04/13/2026,OBSIDIAN OAKVILLE ON,-48.00
04/13/2026,COX OR CO COM PHSV 800-234-3993 CA,-40.00
04/11/2026,ALBERTSONS #0597 IRVINE CA,-19.01
04/10/2026,PAYMENT - THANK YOU,923.96
04/10/2026,EXECUTIVE AUTO SERVICES IRVINE CA,-200.00
01/01/2026,Beginning balance as of 01/01/2026,
01/02/2026,BKOFAMERICA MOBILE 01/02 3611924640 DEPOSIT *MOBILE CA,"1,500.00"
01/02/2026,BKOFAMERICA MOBILE 01/02 3663613745 DEPOSIT *MOBILE CA,"1,000.00"
01/02/2026,Online Banking payment to CRD 5511 Confirmation# 2529657305,"-1,690.70"
01/02/2026,Online Banking payment to CRD 3924 Confirmation# 1629661844,-127.93
01/02/2026,Bank of America Credit Card Bill Payment,"-1,186.50"
01/02/2026,SoCalGas DES:PAID SCGC ID:0723072301 INDN:301601474304163766 CO ID:6951240705 WEB,-21.56
01/05/2026,CHASE CREDIT CRD DES:EPAY ID:9009943433 INDN:THOMAS J FICCADENTI CO ID:5760039224 WEB,"-1,384.72"
01/06/2026,TURTLE ROCK MEAD DES:TURTLE ROC ID:ST-N6L6H7L7A0S5 INDN:THOMAS FICCADENTI CO ID:1800948598 WEB,-476.99
01/08/2026,APPLE.COM/BILL 01/07 PURCHASE 866-712-7753 CA,-9.99
01/09/2026,"HYUNDAI CAPITAL DES:PAYROLL ID:733063814760HCA INDN:FICCADENTI,THOMAS J CO ID:9111111101 PPD","2,786.03"
01/20/2026,SQ *OOBEO - DIAMOND PAR 01/17 PURCHASE gosq.com WA,-27.55
01/20/2026,TST* OSCAR'S MEXICAN SE 01/17 PURCHASE 858-603-8123 CA,-36.11
01/20/2026,LAZ PARKING ECOMMERCE 01/17 PURCHASE 860-522-7641 CT,-25.00
01/21/2026,NYTIMES DISC* 01/20 PURCHASE 800-698-4637 NY,-4.00
01/22/2026,APPLE.COM/BILL 01/21 PURCHASE 866-712-7753 CA,-18.99
01/22/2026,WASTE MANAGEMENT DES:PAYMENT ID:000333557083000 INDN:Thomas Ficcadenti CO ID:9580653001 WEB PMT INFO:Log in to the MY WM Account Page for pay ment details.,-74.49
01/23/2026,"HYUNDAI CAPITAL DES:PAYROLL ID:648099065099HCA INDN:FICCADENTI,THOMAS J CO ID:9111111101 PPD","2,776.79"
01/26/2026,Online Banking transfer from CHK 2732 Confirmation# 8037468535,"2,500.00"
01/26/2026,GF DES:Genesis Fi ID:2516257823 INDN:THOMAS FICCADENTI CO ID:9200704262 PPD,-398.18
01/26/2026,SO CAL EDISON CO DES:DIRECTPAY ID:701007081528 INDN:THOMAS FICCADENTI CO ID:0088778600 PPD,-98.83
01/29/2026,MORTGAGE SERV CT DES:MTG PAYMT ID:7911198708 INDN:THOMAS J FICCADENTI CO ID:4222195996 WEB,"-4,333.87"
01/29/2026,IRVINE RANCH WAT DES:BILLPAY ID:IRVINE RANCH WA INDN:THOMAS FICCADENTI CO ID:0000000160 PPD,-65.03
01/29/2026,SoCalGas DES:PAID SCGC ID:0723072301 INDN:301601474306842478 CO ID:6951240705 WEB,-26.75
02/02/2026,BANK OF AMERICA CREDIT CARD Bill Payment,"-2,681.33"
02/02/2026,CHASE CREDIT CRD DES:EPAY ID:9086796817 INDN:THOMAS J FICCADENTI CO ID:5760039224 WEB,-691.52
02/06/2026,"HYUNDAI CAPITAL DES:PAYROLL ID:685081505191HCA INDN:FICCADENTI,THOMAS J CO ID:9111111101 PPD","2,786.04"
02/06/2026,TURTLE ROCK MEAD DES:TURTLE ROC ID:ST-K6K4F9K0V6H0 INDN:THOMAS FICCADENTI CO ID:1800948598 WEB,-476.99
02/09/2026,VENMO DES:CASHOUT ID:1048115033050 INDN:TOM FICCADENTI CO ID:5264681992 PPD,666.06
02/18/2026,NYTIMES DISC* 02/17 PURCHASE 800-698-4637 NY,-4.00
02/20/2026,"HYUNDAI CAPITAL DES:PAYROLL ID:939239465714HCA INDN:FICCADENTI,THOMAS J CO ID:9111111101 PPD","2,786.03"
02/20/2026,Online Banking transfer from CHK 2732 Confirmation# 8061817329,"2,500.00"
02/23/2026,APPLE.COM/BILL 02/21 PURCHASE 866-712-7753 CA,-37.98
02/23/2026,CHASE CREDIT CRD DES:EPAY ID:9142577640 INDN:THOMAS J FICCADENTI CO ID:5760039224 WEB,-2.99
02/24/2026,MORTGAGE SERV CT DES:MTG PAYMT ID:7911198708 INDN:THOMAS J FICCADENTI CO ID:4222195996 WEB,"-4,333.87"
02/24/2026,SO CAL EDISON CO DES:DIRECTPAY ID:701007081528 INDN:THOMAS FICCADENTI CO ID:0088778600 PPD,-101.84
02/24/2026,WASTE MANAGEMENT DES:PAYMENT ID:000333557083000 INDN:Thomas Ficcadenti CO ID:9580653001 WEB PMT INFO:Log in to the MY WM Account Page for pay ment details.,-22.09
02/26/2026,APPLE.COM/BILL 02/25 PURCHASE 866-712-7753 CA,-50.98
02/26/2026,GF DES:Genesis Fi ID:2516257823 INDN:THOMAS FICCADENTI CO ID:9200704262 PPD,-398.18
02/27/2026,IRVINE RANCH WAT DES:BILLPAY ID:IRVINE RANCH WA INDN:THOMAS FICCADENTI CO ID:0000000160 PPD,-56.38
02/27/2026,SoCalGas DES:PAID SCGC ID:0723072301 INDN:301601474309788483 CO ID:6951240705 WEB,-24.03
03/02/2026,VENMO DES:PAYMENT ID:1048633097139 INDN:TOM FICCADENTI CO ID:3264681992 WEB,-12.00
03/06/2026,"HYUNDAI CAPITAL DES:PAYROLL ID:940638762785HCA INDN:FICCADENTI,THOMAS J CO ID:9111111101 PPD","15,456.36"
03/06/2026,"HYUNDAI CAPITAL DES:PAYROLL ID:940638762784HCA INDN:FICCADENTI,THOMAS J CO ID:9111111101 PPD","2,962.22"
03/06/2026,TURTLE ROCK MEAD DES:TURTLE ROC ID:ST-B8Q5R8Y7T1X3 INDN:THOMAS FICCADENTI CO ID:1800948598 WEB,-476.99
03/09/2026,Bank of America Credit Card Bill Payment,"-1,302.94"
03/09/2026,Bank of America Credit Card Bill Payment,-268.88
03/12/2026,BANK OF AMERICA CREDIT CARD Bill Payment,-65.18
03/13/2026,CHASE CREDIT CRD DES:EPAY ID:9195243057 INDN:THOMAS J FICCADENTI CO ID:5760039224 WEB,-217.87
03/18/2026,NYTIMES DISC* 03/17 PURCHASE 800-698-4637 NY,-4.00
03/20/2026,"HYUNDAI CAPITAL DES:PAYROLL ID:732065876322HCA INDN:FICCADENTI,THOMAS J CO ID:9111111101 PPD","2,900.13"
03/23/2026,Online Banking transfer from CHK 2732 Confirmation# 8519568501,"2,500.00"
03/23/2026,APPLE.COM/BILL 03/19 PURCHASE 866-712-7753 CA,-27.98
03/23/2026,BANK OF AMERICA CREDIT CARD Bill Payment,-621.47
03/23/2026,BANK OF AMERICA CREDIT CARD Bill Payment,-116.04
03/23/2026,VENMO DES:PAYMENT ID:1049086035482 INDN:TOM FICCADENTI CO ID:3264681992 WEB,-22.00
03/24/2026,Valley Bank DES:Funding ID: INDN:Thomas Ficcadenti CO ID:7021201383 WEB,"-35,000.00"
03/24/2026,VARO BANK NA DES:VARO TRSFR ID: INDN:Thomas Ficcadenti CO ID:1243032019 WEB,"-10,000.00"
03/24/2026,CHASE CREDIT CRD DES:EPAY ID:9224800692 INDN:THOMAS J FICCADENTI CO ID:5760039224 WEB,-336.35
03/25/2026,SO CAL EDISON CO DES:DIRECTPAY ID:701007081528 INDN:THOMAS FICCADENTI CO ID:0088778600 PPD,-102.05
03/26/2026,GF DES:Genesis Fi ID:2516257823 INDN:THOMAS FICCADENTI CO ID:9200704262 PPD,-398.18
03/27/2026,IRVINE RANCH WAT DES:BILLPAY ID:IRVINE RANCH WA INDN:THOMAS FICCADENTI CO ID:0000000160 PPD,-52.58
03/30/2026,SoCalGas DES:PAID SCGC ID:0723072301 INDN:301601474312750916 CO ID:6951240705 WEB,-42.08
03/31/2026,Bank of America Credit Card Bill Payment,-149.71
04/01/2026,TRANSFER THOMAS J FICCADENTI :THOMAS FICCADENTI Confirmation# 0304447759,"-15,000.00"
04/01/2026,MORTGAGE SERV CT DES:MTG PAYMT ID:7911198708 INDN:THOMAS J FICCADENTI CO ID:4222195996 WEB,"-4,333.87"
04/02/2026,Bank of America DES:CASHREWARD ID:FICCADENTI INDN:0000000400577718000000 CO ID:2002290310 PPD,34.13
04/03/2026,"HYUNDAI CAPITAL DES:PAYROLL ID:577075639796HCA INDN:FICCADENTI,THOMAS J CO ID:9111111101 PPD","2,715.25"
04/06/2026,TURTLE ROCK MEAD DES:TURTLE ROC ID:ST-D4G4G8T2D3T9 INDN:THOMAS FICCADENTI CO ID:1800948598 WEB,-476.99
04/07/2026,SHELL SERVICE 04/07 PURCHASE IRVINE CA,-108.98
04/09/2026,BKOFAMERICA MOBILE 04/09 3667285526 DEPOSIT *MOBILE CA,"10,006.09"
04/10/2026,BANK OF AMERICA CREDIT CARD Bill Payment,-923.96
04/13/2026,BANK OF AMERICA CREDIT CARD Bill Payment,-209.99
04/15/2026,NYTIMES DISC* 04/14 PURCHASE 800-698-4637 NY,-4.00
04/16/2026,Online Banking transfer from CHK 2732 Confirmation# 8035596218,"2,500.00"
04/17/2026,"HYUNDAI CAPITAL DES:PAYROLL ID:718103562113HCA INDN:FICCADENTI,THOMAS J CO ID:9111111101 PPD","2,715.25"
04/20/2026,TRANSFER THOMAS J FICCADENTI :THOMAS FICCADENTI Confirmation# 2568497767,"-13,000.00"
04/20/2026,CHASE CREDIT CRD DES:EPAY ID:9300124375 INDN:THOMAS J FICCADENTI CO ID:5760039224 WEB,-557.89
04/22/2026,WASTE MANAGEMENT DES:PAYMENT ID:000333557083000 INDN:Thomas Ficcadenti CO ID:9580653001 WEB PMT INFO:Log in to the MY WM Account Page for pay ment details.,-69.78
04/23/2026,APPLE.COM/BILL 04/22 PURCHASE 866-712-7753 CA,-18.99
04/23/2026,COUNTY OF ORANGE DES:INTERNET ID:043000093202828 INDN:Ficcadenti Thomas CO ID:9956000928 WEB,"-6,401.86"
04/24/2026,VLYBK SV WEBXFR DES:ETRANSFER ID:THOMAS FICCADEN INDN:THOMAS FICCADENTI CO ID:1770527921 WEB,"7,000.00"
04/27/2026,BANK OF AMERICA CREDIT CARD Bill Payment,"-1,129.46"
04/27/2026,GF DES:Genesis Fi ID:2516257823 INDN:THOMAS FICCADENTI CO ID:9200704262 PPD,-398.18
04/27/2026,CHASE CREDIT CRD DES:EPAY ID:9317916035 INDN:THOMAS J FICCADENTI CO ID:5760039224 WEB,-189.44
04/27/2026,SO CAL EDISON CO DES:DIRECTPAY ID:701007081528 INDN:THOMAS FICCADENTI CO ID:0088778600 PPD,-99.29
04/28/2026,IRVINE RANCH WAT DES:BILLPAY ID:IRVINE RANCH WA INDN:THOMAS FICCADENTI CO ID:0000000160 PPD,-60.18
05/01/2026,"HYUNDAI CAPITAL DES:PAYROLL ID:934041602192HCA INDN:FICCADENTI,THOMAS J CO ID:9111111101 PPD","2,674.66"
05/06/2026,TURTLE ROCK MEAD DES:TURTLE ROC ID:ST-W5Z6D3J4V3Z2 INDN:THOMAS FICCADENTI CO ID:1800948598 WEB,-476.99
05/11/2026,BANK OF AMERICA CREDIT CARD Bill Payment,-534.61
05/11/2026,BANK OF AMERICA CREDIT CARD Bill Payment,-381.83
05/13/2026,Online Banking transfer from CHK 2732 Confirmation# 7668265348,"2,500.00"
05/13/2026,NYTIMES DISC* 05/12 PURCHASE 800-698-4637 NY,-4.00
05/15/2026,"HYUNDAI CAPITAL DES:PAYROLL ID:735078282040HCA INDN:FICCADENTI,THOMAS J CO ID:9111111101 PPD","2,674.67"
05/15/2026,MORTGAGE SERV CT DES:MTG PAYMT ID:7911198708 INDN:THOMAS J FICCADENTI CO ID:4222195996 WEB,"-4,333.87"
05/26/2026,APPLE.COM/BILL 05/22 PURCHASE 866-712-7753 CA,-20.99
05/26/2026,GF DES:Genesis Fi ID:2516257823 INDN:THOMAS FICCADENTI CO ID:9200704262 PPD,-398.18
05/26/2026,SO CAL EDISON CO DES:DIRECTPAY ID:701007081528 INDN:THOMAS FICCADENTI CO ID:0088778600 PPD,-97.86
05/27/2026,BANK OF AMERICA DES:P2P ID:HILDA E SOUKI INDN:THOMAS FICCADENTI CO ID:T941687665 WEB,10.00
05/28/2026,IRVINE RANCH WAT DES:BILLPAY ID:IRVINE RANCH WA INDN:THOMAS FICCADENTI CO ID:0000000160 PPD,-61.57
05/28/2026,VENMO DES:PAYMENT ID:1050563699264 INDN:TOM FICCADENTI CO ID:3264681992 WEB,-27.00
05/28/2026,SoCalGas DES:PAID SCGC ID:0723072301 INDN:301601474316858864 CO ID:6951240705 WEB,-0.54
05/29/2026,"HYUNDAI CAPITAL DES:PAYROLL ID:665084179178HCA INDN:FICCADENTI,THOMAS J CO ID:9111111101 PPD","2,674.67"
06/01/2026,Bank of America DES:CASHREWARD ID:FICCADENTI INDN:0000000400577718000000 CO ID:2002290310 PPD,32.50
06/01/2026,Mobile Banking payment to CRD 5511 Confirmation# 1kvyab8xl,"-3,122.01"
06/01/2026,Mobile Banking payment to CRD 3924 Confirmation# bl93kigb0,-653.65
06/01/2026,CHASE CREDIT CRD DES:EPAY ID:9411596819 INDN:THOMAS J FICCADENTI CO ID:5760039224 WEB,-294.64
06/03/2026,VLYBK SV WEBXFR DES:ETRANSFER ID:THOMAS FICCADEN INDN:THOMAS FICCADENTI CO ID:1770527921 WEB,"8,000.00"
06/08/2026,TURTLE ROCK MEAD DES:TURTLE ROC ID:ST-T5G7A6X6M0A6 INDN:THOMAS FICCADENTI CO ID:4270465600 WEB,-522.99
06/08/2026,VENMO DES:PAYMENT ID:1050822248326 INDN:TOM FICCADENTI CO ID:3264681992 WEB,-44.00
06/08/2026,VENMO DES:PAYMENT ID:1050800647651 INDN:TOM FICCADENTI CO ID:3264681992 WEB,-19.47
06/09/2026,US TREASURY IRS DES:PAYMENT CHECK #:0103 INDN:PJPM36261590054491 CO ID:2009090036 ARC,"-4,169.00"
06/10/2026,SEPTA 8PCAEZ9OFLGK 06/09 MOBILE PURCHASE Philadelphia PA,-2.90
06/10/2026,NYTIMES DISC* 06/09 PURCHASE 800-698-4637 NY,-4.00
06/10/2026,Mobile Banking payment to CRD 5511 Confirmation# qnwopeany,-300.63
06/10/2026,Mobile Banking payment to CRD 3924 Confirmation# pixctl8cd,-572.47
06/10/2026,BANK OF AMERICA CREDIT CARD Bill Payment,-300.63
06/11/2026,SEPTA 8PCAEZ9OG5S3 06/10 MOBILE PURCHASE Philadelphia PA,-12.90
06/11/2026,BANK OF AMERICA CREDIT CARD Bill Payment,-572.47
06/12/2026,VLYBK SV WEBXFR DES:ETRANSFER ID:THOMAS FICCADEN INDN:THOMAS FICCADENTI CO ID:1770527921 WEB,"16,200.00"
06/12/2026,"HYUNDAI CAPITAL DES:PAYROLL ID:928843488264HCA INDN:FICCADENTI,THOMAS J CO ID:9111111101 PPD","2,674.68"
06/12/2026,VLYBK SV WEBXFR DES:ETRANSFER ID:THOMAS FICCADEN INDN:THOMAS FICCADENTI CO ID:1770527921 WEB,"1,800.00"
06/15/2026,Online Banking transfer from CHK 2732 Confirmation# 8338462387,"2,500.00"
06/15/2026,MORTGAGE SERV CT DES:MTG PAYMT ID:7911198708 INDN:THOMAS J FICCADENTI CO ID:4222195996 WEB,"-4,333.87"
06/22/2026,Check 102,"-3,100.00"
06/23/2026,APPLE.COM/BILL 06/22 PURCHASE 866-712-7753 CA,-20.99
06/24/2026,SO CAL EDISON CO DES:DIRECTPAY ID:701007081528 INDN:THOMAS FICCADENTI CO ID:0088778600 PPD,-93.70
06/25/2026,BKOFAMERICA MOBILE 06/25 3807139855 DEPOSIT *MOBILE CA,100.00
06/25/2026,APPLE.COM/US 06/22 PURCHASE 800-692-7753 CA,"-1,641.72"
06/26/2026,"HYUNDAI CAPITAL DES:PAYROLL ID:619077112227HCA INDN:FICCADENTI,THOMAS J CO ID:9111111101 PPD","2,674.64"
06/26/2026,GF DES:Genesis Fi ID:2516257823 INDN:THOMAS FICCADENTI CO ID:9200704262 PPD,-398.18
06/26/2026,IRVINE RANCH WAT DES:BILLPAY ID:IRVINE RANCH WA INDN:THOMAS FICCADENTI CO ID:0000000160 PPD,-56.38
04/09/2026,TRADER JOE S #111 IRVINE CA,-86.08
04/06/2026,SP SANDOITCHI 150-43885005 TX,-16.17
04/06/2026,SQ *HOT BAMBOO Costa Mesa CA,-10.45
03/31/2026,PAYMENT - THANK YOU,149.71
03/31/2026,ALBERTSONS #0597 IRVINE CA,-39.65
03/31/2026,TRADER JOE S #111 IRVINE CA,-57.64
03/30/2026,THE HOME DEPOT #6628 LAGUNA HILLS CA,-19.35
03/26/2026,SUPER IRVINE MARKET IRVINE CA,-84.90
03/24/2026,TACO BELL 727505 949-725-8348 CA,-45.46
03/23/2026,PAYMENT - THANK YOU,116.04
03/10/2026,TRADER JOE S #111 IRVINE CA,-54.88
03/10/2026,ALBERTSONS #0597 IRVINE CA,-61.16
06/24/2026,TRADER JOE S #111 IRVINE CA,-39.88
06/22/2026,TRADER JOE S #111 IRVINE CA,-102.43
06/17/2026,SUPER IRVINE MARKET IRVINE CA,-42.43
06/17/2026,ALBERTSONS #0597 IRVINE CA,-54.25
06/15/2026,UBER *TRIP HELP.UBER.COMCA,-23.94
06/15/2026,UBER *TRIP HELP.UBER.COMCA,-7.89
06/15/2026,UNITED 0164704764340UNITED.COM TX,-50.00
06/15/2026,UBER *TRIP HELP.UBER.COMCA,-78.94
06/15/2026,Met Museum of Art New York NY,-60.00
06/15/2026,AMC 9640 ONLINE LEAWOOD KS,-5.98
06/15/2026,AMC 9640 ONLINE LEAWOOD KS,-4.98
06/13/2026,SEPTA LYT5AY9LIB3Z Philadelphia PA,-2.90
06/12/2026,INDEPENDENCE PARK HOTE PHILADELPHIA PA,-17.33
06/12/2026,BAGELS SCHMEAR NEW YORK NY,-22.26
06/11/2026,PAYMENT - THANK YOU,572.47
06/10/2026,PAYMENT FROM CHK 3236 CONF#pixctl8cd,572.47
01/02/2026,Online payment from CHK 3236,127.93
12/22/2025,UBER *TRIP HELP.UBER.COM 800-5928996 CA,-28.02
12/22/2025,UBER *TRIP HELP.UBER.COMCA,-30.95
12/22/2025,UBER *TRIP HELP.UBER.COMCA,-20.60
12/15/2025,SP BOMBAS SHOP.BOMBAS.CNY,-48.36
06/09/2026,RIVERWARDS PRODUCE-BREAD PHILADELPHIA PA,-24.25
06/09/2026,CVS/PHARMACY #10526 PHILADELPHIA PA,-31.94
06/09/2026,UBER *TRIP HELP.UBER.COMCA,-35.84
06/09/2026,UBER *TRIP HELP.UBER.COMCA,-8.52
06/09/2026,UBER TRIP* TRIP WWW.UBER.COM CA,-7.00
06/08/2026,SQ *BLUESTONE LANE - 166 New York NY,-7.02
06/08/2026,SQ *SGT. PEPPERONI'S PIZZgosq.com CA,-50.88
06/08/2026,SUNAC NATURAL NEW YORK NY,-0.34
06/08/2026,AMTRAK .COM 1560691579645WASHINGTON DC,-20.00
06/08/2026,AMTRAK .COM 1560618607974WASHINGTON DC,-104.00
06/08/2026,TST* 230 FIFTH NEW YORK NY,-57.60
06/06/2026,TST*BANANAS New York NY,-16.72
06/05/2026,NJTRANSIT NWK INT AIR NEWARK NJ,-17.25
06/04/2026,SUPER IRVINE MARKET IRVINE CA,-69.12
06/04/2026,UNITED 0164701773744UNITED.COM TX,-50.00
06/01/2026,CHEWY.COM 800-672-4399 FL,-71.99
05/30/2026,PAYMENT FROM CHK 3236 CONF#bl93kigb0,653.65
05/27/2026,TRADER JOE S #111 IRVINE CA,-70.81
05/25/2026,TRADER JOE S #111 IRVINE CA,-103.56
05/18/2026,NORTHERN CAFE IRVINE NORTHERNCAFEICA,-54.84
05/18/2026,THE LOT FASHION ISLAND 949-281-0069 CA,-46.00
05/16/2026,TRADER JOE S #111 IRVINE CA,-86.81
05/16/2026,ALBERTSONS #0597 IRVINE CA,-31.93
05/15/2026,SJC CHAMBER OF COMMERC WWW.SANJUANCHCA,-100.00
05/11/2026,PAYMENT - THANK YOU,534.61
05/11/2026,ALBERTSONS #0597 IRVINE CA,-44.00
05/11/2026,TRADER JOE S #111 IRVINE CA,-115.70
03/07/2026,PAYMENT - THANK YOU,268.88
03/03/2026,TARGET 00032334 IRVINE CA,-21.54
03/03/2026,ADAFRUIT ELECTRONICS ADAFRUIT.COM NY,-219.84
02/11/2026,FUNDRAISER* MILLIKAN H MONEYDOLLY.COMT,-27.50
05/06/2026,CHEWY.COM 800-672-4399 FL,-60.50
05/05/2026,MCDONALD'S F15291 SANTA ANA CA,-16.34
05/04/2026,SUPER IRVINE MARKET IRVINE CA,-98.50
05/02/2026,TRADER JOE S #111 IRVINE CA,-71.36
05/01/2026,CVS/PHARMACY #08869 IRVINE CA,-5.50
04/30/2026,SPROUTS FARMERS MAR IRVINE CA,-8.28
04/27/2026,ALBERTSONS #0597 IRVINE CA,-36.91
04/27/2026,TRADER JOE S #111 IRVINE CA,-115.16
04/22/2026,B&N MEMBERSHIP RENEWAL NEW YORK NY,27.44
04/21/2026,AMC 9640 ONLINE 888-440-4262 KS,-32.96
04/18/2026,SUPER IRVINE MARKET IRVINE CA,-89.10
04/13/2026,B&N MEMBERSHIP RENEWAL 866-238-7323 NY,-27.44
04/11/2026,PAYMENT - THANK YOU,209.99
06/10/2026,ACH DEBIT,-16200.00
06/10/2026,ACH DEBIT,-1800.00
06/01/2026,ACH DEBIT,-8000.00
05/31/2026,INTEREST CREDIT,93.80
04/30/2026,INTEREST CREDIT,106.25
04/22/2026,ACH DEBIT,-7000.00
03/31/2026,INTEREST CREDIT,22.56
03/26/2026,ACH CREDIT,35000.00
